ID 	 Time Worked 	 Time Needed 	 Time Waiting 	 Time Started 	 Time Ended
16		1		1		62		0		64
49		3		3		387		0		391
10		5		5		428		0		434
19		6		6		459		0		465
48		5		5		575		0		581
50		5		5		578		0		584
38		8		8		715		0		723
3		10		10		761		0		771
20		12		12		983		0		995
23		11		11		995		0		1007
12		16		16		1282		0		1298
14		16		16		1290		0		1306
22		15		15		1310		0		1326
32		16		16		1345		0		1361
33		15		15		1349		0		1365
15		17		17		1442		0		1460
41		18		18		1513		0		1531
42		17		17		1517		0		1535
39		20		20		1638		0		1658
1		22		22		1664		0		1686
30		21		21		1740		0		1762
21		24		24		1829		0		1853
24		23		23		1833		0		1857
34		23		23		1860		0		1884
37		23		23		1871		0		1895
17		26		26		1932		0		1958
44		25		25		1980		0		2006
6		27		27		2005		0		2033
13		34		34		2282		0		2316
46		34		34		2334		0		2368
7		35		35		2352		0		2388
8		36		36		2355		0		2391
18		35		35		2367		0		2403
4		42		42		2552		0		2594
9		42		42		2560		0		2602
2		46		46		2672		0		2718
26		45		45		2688		0		2734
29		46		46		2699		0		2745
31		46		46		2703		0		2749
25		49		49		2779		0		2829
28		51		51		2824		0		2876
27		53		53		2857		0		2911
36		53		53		2864		0		2918
45		54		54		2875		0		2929
47		54		54		2879		0		2933
35		55		55		2889		0		2945
40		56		56		2892		0		2948
5		57		57		2898		0		2956
43		58		58		2905		0		2963
11		60		60		2907		0		2967
