ID 	 Time Worked 	 Time Needed 	 Time Waiting 	 Time Started 	 Time Ended
16		1		1		77		0		80
49		3		3		240		0		243
10		5		5		292		0		298
19		6		6		331		0		337
48		5		5		476		0		482
50		5		5		480		0		486
38		8		8		651		0		660
3		10		10		707		0		719
20		12		12		775		0		787
23		11		11		790		0		802
22		15		15		986		0		1001
33		15		15		1036		0		1051
12		16		16		1148		0		1166
14		16		16		1156		0		1174
15		17		17		1159		0		1177
32		16		16		1218		0		1236
41		18		18		1251		0		1269
42		17		17		1256		0		1274
30		21		21		1377		0		1398
39		20		20		1407		0		1428
1		22		22		1438		0		1462
21		24		24		1496		0		1520
24		23		23		1501		0		1525
34		23		23		1535		0		1559
37		23		23		1549		0		1573
6		27		27		1595		0		1622
17		26		26		1625		0		1652
44		25		25		1684		0		1711
7		35		35		1928		0		1964
8		36		36		1932		0		1968
13		34		34		1947		0		1983
18		35		35		1950		0		1986
46		34		34		2009		0		2045
4		42		42		2101		0		2143
9		42		42		2111		0		2153
26		45		45		2198		0		2243
2		46		46		2250		0		2298
29		46		46		2278		0		2326
31		46		46		2281		0		2329
25		49		49		2321		0		2372
28		51		51		2329		0		2380
27		53		53		2371		0		2425
36		53		53		2380		0		2434
45		54		54		2394		0		2448
47		54		54		2399		0		2453
5		57		57		2401		0		2458
35		55		55		2411		0		2468
40		56		56		2414		0		2471
11		60		60		2420		0		2480
43		58		58		2425		0		2485
